,Unnamed: 0,loc_file_name,longitude,latitude,location,name,hydro_file_name,hydrogen,hydrogen_quantity
467,467,RR-31211-FR_ocr_output_location.txt,-0.3685668,43.2957547,Pau,RR-31211-FR,RR-31211-FR_ocr_output_hydrog.txt,"The text mentions 'hydrogéochimie' and 'hydrogéologiques' which relate to the study of the chemical properties and geological aspects of water, potentially including hydrogen as a component. However, there are no direct mentions of hydrogen as an element or specific details about its quantity.",0
468,468,83-SGN-597-IDF_ocr_output_location.txt,2.5107384,48.8137759,Champigny-sur-Marne,83-SGN-597-IDF,83-SGN-597-IDF_ocr_output_hydrog.txt,"The text mentions hydrogen in the context of hydrogen sulfide (H2S), which is a gas that can be released during geothermal testing. Hydrogen sulfide has a characteristic odor of rotten eggs and is not toxic at low doses. It is quickly dissipated by air currents and is mainly noticeable near the platform's tanks and pits. Additionally, deep aquifers may contain hydrocarbon gases and hydrogen sulfide, which are released in very small quantities during testing.",10 g/l
482,482,88-REU-028_ocr_output_location.txt,55.4354257,-21.2462417,commune de Saint-Pierre,88-REU-028,88-REU-028_ocr_output_hydrog.txt,"The text indirectly mentions hydrogen in the context of hydrochemical characteristics of the water. The water has a bicarbonate (HCO3) concentration of 150 mg/l, which is a compound containing hydrogen.",150 mg/l
485,485,RR-36734-FR_ocr_output_location.txt,-4.6212044,48.3817165,Plouzané,RR-36734-FR,RR-36734-FR_ocr_output_hydrog.txt,"There are mentions of hydrogénocarbonates (HCO3) and anhydride carbonique libre (CO2) in the text, which are related to hydrogen indirectly.",-1
502,502,RP-61953-FR_ocr_output_location.txt,3.0418157506708345,48.61902069999999,Seine-et-Marne,RP-61953-FR,RP-61953-FR_ocr_output_hydrog.txt,"The text mentions potential hydrogen sulfide (H2S) releases as part of ancillary activities that may be directed by the regional supervisor. These activities include studies that model potential oil and hazardous substance spills, drilling muds and cuttings discharges, projected air emissions, or potential hydrogen sulfide releases.",0
505,505,RP-52880-FR_ocr_output_location.txt,3.9708073,45.7351826,Sail-sous-Couzan,RP-52880-FR,RP-52880-FR_ocr_output_hydrog.txt,The text mentions the isotopic analysis of hydrogen (d/h) in water using gas source spectrometry.,0
511,511,80-SGN-667-CHA_ocr_output_location.txt,4.0157071,49.2209836,"Reims, Murigny",80-SGN-667-CHA,80-SGN-667-CHA_ocr_output_hydrog.txt,"Hydrogen is mentioned in the context of potential gaseous emissions during geothermal drilling, specifically hydrogen sulfide (H2S). It is noted that these emissions are not systematic and, in low-energy geothermal operations (temperature less than 150°C), their concentrations never reach a critical threshold. In the case of the Reims-Murigny drilling, only the workers on the drilling site and surrounding construction sites might experience the unpleasant odors of these gases if they are emitted.",0
515,515,87-SGN-277-ALS_ocr_output_location.txt,8.1037078,48.9733424,Niederlauterbach,87-SGN-277-ALS,87-SGN-277-ALS_ocr_output_hydrog.txt,"The text mentions the ratio of carbon to hydrogen (C/H) in different types of oils. The paraffinic type has a C/H ratio of 6.2 to 6.3, while the mixed type, which is intermediate between paraffinic and naphthenic, has a C/H ratio of 6.9 to 7.1.","6.2-6.3 (ratio), 6.9-7.1 (ratio)"
524,524,RR-31632-FR_ocr_output_location.txt,3.2150839,50.3775793,Pecquencourt,RR-31632-FR,RR-31632-FR_ocr_output_hydrog.txt,Five tonnes of HCl (hydrochloric acid) were used for the development of the borehole.,5 tonnes
525,525,RR-30141-FR_ocr_output_location.txt,2.7908385,50.0822866,Warlencourt-Eaucourt,RR-30141-FR,RR-30141-FR_ocr_output_hydrog.txt,Hydrogen is mentioned in the context of hydrogenocarbonates (HCO3) and hydrogen sulfide (H2S).,"hydrogênocarbonates HCO3: 321 mg/1, hydrogène sulfuré H2S: <0.02 mg/1"
534,534,RP-60400-FR_ocr_output_location.txt,5.7512344,47.9538267,Bourbonne-les-Bains,RP-60400-FR,RP-60400-FR_ocr_output_hydrog.txt,"There are mentions of hydrogénocarbonates in the text, which are compounds containing hydrogen.",0
538,538,RR-39497-FR_ocr_output_location.txt,1.9086066,47.9027336,"Orleans, France",RR-39497-FR,RR-39497-FR_ocr_output_hydrog.txt,"['Hitchon B. and Friedman I. (1969) discussed the stable isotopes of hydrogen and oxygen in the context of the geochemistry and origin of formation waters in the Western Canada sedimentary basins.', 'Moldovanyi E.P. and Walter L.M., Land L.S. (1993) explored the strontium, boron, oxygen, and hydrogen isotope geochemistry of brines from basal strata of the Gulf Coast sedimentary basin, USA.']",0
539,539,RP-51394-FR_ocr_output_location.txt,2.7861584,42.7795083,Cases-de-Pène,RP-51394-FR,RP-51394-FR_ocr_output_hydrog.txt,"Hydrogen is indirectly mentioned in the context of hydrogénocarbonates (HCO3) and the isotopic analysis of hydrogen (deutérium) in water samples. The document discusses the variability of water conductivity being influenced by the concentration of hydrogénocarbonates and calcium. Additionally, the isotopic analysis of hydrogen (deutérium) was performed on water samples from Cases-de-Pène.",0
548,548,83-SGN-310-IDF_ocr_output_location.txt,2.3825154,48.9565669,Stains,83-SGN-310-IDF,83-SGN-310-IDF_ocr_output_hydrog.txt,"Hydrogen is mentioned in the context of dissolved gases in deep aquifers, specifically hydrogen sulfide (H2S). Hydrogen sulfide is described as having a characteristic rotten egg smell and is perceptible at very low doses (10^-6 g/l). It can become toxic at higher concentrations. During geothermal water testing, dissolved gases such as nitrogen, carbon dioxide, and hydrogen sulfide are released at atmospheric pressure.",10^-6 g/l
549,549,82-SGN-219-IDF_ocr_output_location.txt,3.4978181,48.492439,Nogent-sur-Seine,82-SGN-219-IDF,82-SGN-219-IDF_ocr_output_hydrog.txt,Hydrogen is mentioned indirectly through the compound sulfure d'hydrogène (hydrogen sulfide).,0.3 mg/l
566,566,76-SGN-569-PNO_ocr_output_location.txt,0.2097019,49.6016687,st-martin-du-bec,76-SGN-569-PNO,76-SGN-569-PNO_ocr_output_hydrog.txt,Hydrogen is indirectly mentioned in the form of hydrogen sulfide (H2S) and ammonium (NH4+).,0
572,572,RR-33050-FR_ocr_output_location.txt,6.7745606,49.1241267,hombourg-haut,RR-33050-FR,RR-33050-FR_ocr_output_hydrog.txt,foida hydrogjotogtquflménr ttnportonr,0
576,576,RR-34033-FR_ocr_output_location.txt,6.1724618,48.6599676,Vandœuvre-lès-Nancy,RR-34033-FR,RR-34033-FR_ocr_output_hydrog.txt,Hydrogen is mentioned indirectly in the context of hydrogen sulfuré (hydrogen sulfide).,0
580,580,RP-64610-FR_ocr_output_location.txt,5.4710661,43.455613,Aix-Gardanne,RP-64610-FR,RP-64610-FR_ocr_output_hydrog.txt,The text mentions the evolution of concentrations in hydrogénocarbonate (HCO3) during the pumping operation of the Arc well.,0
581,581,RP-53084-FR_ocr_output_location.txt,5.4413098,44.1751941,"Montbrun-les-Bains, Drôme",RP-53084-FR,RP-53084-FR_ocr_output_hydrog.txt,"Hydrogen is indirectly mentioned in the context of hydrogénocarbonates (bicarbonates) and tritium (3H). Hydrogénocarbonates have a concentration of 265.6 mg/l and 4354 mg/l. Tritium is mentioned in the context of differentiating mineral waters based on their precipitation dates, with measurements for sources being 12fl ut and 18i1 ut.","265.6 mg/l and 4354 mg/l for hydrogénocarbonates, 12fl ut and 18i1 ut for tritium"
602,602,80-SGN-073-AQI_ocr_output_location.txt,-1.1120051,44.6133584,"Gujan-Mestras, La Teste",80-SGN-073-AQI,80-SGN-073-AQI_ocr_output_hydrog.txt,Hydrogen is mentioned in the context of hydrogen sulfide (H2S) and the need for aeration deferrization treatment to eliminate excess hydrogen sulfide. It is also mentioned in the context of chemical analysis where hydrogen sulfide is measured.,0
610,610,RR-30683-FR_ocr_output_location.txt,2.3340758,48.7945413,Cachan,RR-30683-FR,RR-30683-FR_ocr_output_hydrog.txt,"Hydrogen is mentioned in the context of its presence in geothermal fluids of the Dogger aquifer, resulting from the action of anaerobic sulfate-reducing bacteria over geological periods. The presence of H2S, even in trace amounts, causes hydrogen embrittlement and hydrogen blistering in steel. Hydrogen atoms produced by the reduction of protons recombine inside the metal, leading to deterioration. Hydrogen can also be produced by the corrosion of steel. The reactions involving hydrogen include the reduction of sulfates and the formation of hydrogen sulfide. Additionally, hydrogen is involved in the chemical corrosion process where CO2 reacts with water to form carbonic acid, which further dissociates to produce hydrogen ions.",0
614,614,84-SGN-112-GTH_ocr_output_location.txt,2.3737180511250098,48.81076765,"Ville de Paris, Seine",84-SGN-112-GTH,84-SGN-112-GTH_ocr_output_hydrog.txt,"Hydrogen is mentioned in the context of hydrogen sulfide (H2S). The characteristic odor of H2S was detected multiple times during the drilling of the reservoir at La Villette. This observation was confirmed by analysis results. H2S is responsible for a specific type of corrosion. The concentration of H2S degassed by the bottom sample is 1.65%, and the concentration of sulfides in surface samples is 148 ppm.","1.65% (degassed by the bottom sample), 148 ppm (sulfides in surface samples)"
625,625,RR-34893-FR_ocr_output_location.txt,5.8091131,48.4824885,"Punerot, Vosges",RR-34893-FR,RR-34893-FR_ocr_output_hydrog.txt,Hydrogen is mentioned indirectly in the context of hydrogen sulfuré (hydrogen sulfide).,0
626,626,RR-36450-FR_ocr_output_location.txt,5.3859245,49.1075044,Dugny-sur-Meuse,RR-36450-FR,RR-36450-FR_ocr_output_hydrog.txt,Hydrogen is mentioned indirectly in the context of 'potentiel d'hydrogène' (pH) and 'hydrogène sulfuré' (hydrogen sulfide).,0
634,634,RR-38105-FR_ocr_output_location.txt,0.8514079,43.273316,saint andré,RR-38105-FR,RR-38105-FR_ocr_output_hydrog.txt,Hydrogen is indirectly mentioned in the form of hydrogénocarbonates (bicarbonates) in the water analysis.,109.8 mg/l
641,641,RR-36186-FR_ocr_output_location.txt,55.448137,-20.8799889,"Saint-Denis, Réunion",RR-36186-FR,RR-36186-FR_ocr_output_hydrog.txt,"Hydrogen is indirectly mentioned in the context of hydrogénocarbonates (bicarbonates) and hydrotimétrique (total hardness). The water has a hydrogénocarbonaté facies, which is characteristic of mineralization in volcanic environments. The titre hydrotimétrique (total hardness) is given as 2.8 °f.",2.8 °f
665,665,78-REU-003_ocr_output_location.txt,55.5265771,-21.1309332,departement de la réunion,78-REU-003,78-REU-003_ocr_output_hydrog.txt,The document mentions 'hydrogenlogie' in the context of interpretative sections related to drilling and tubing.,0
687,687,RR-34513-FR_ocr_output_location.txt,2.402391,48.7431683,Orly,RR-34513-FR,RR-34513-FR_ocr_output_hydrog.txt,"The text mentions hydrogen in the context of hydrogen sulfide (sulfure d'hydrogène). It discusses the correlation between bacterial activity and the increase in hydrogen sulfide content. Before the treatment of the well, it was observed that sulfides produced by bacteria represented about 60% of the total sulfide flux produced by the well.",60%
688,688,RR-38153-FR_ocr_output_location.txt,-93.0931028,44.9497487,Saint Paul,RR-38153-FR,RR-38153-FR_ocr_output_hydrog.txt,Hydrogen is indirectly mentioned in the context of hydrogénocarbonates (bicarbonates) and nitrites (NO2-).,-1
691,691,RR-35312-FR_ocr_output_location.txt,3.8767337,43.6112422,Montpellier,RR-35312-FR,RR-35312-FR_ocr_output_hydrog.txt,Hydrogen is mentioned in the context of hydrogen sulfide and hydrogen sulfide measurements. It is also mentioned as part of the physico-chemical characteristics measured in situ during a pumping test.,0.02 mg/l
699,699,BRGG-A0912_ocr_output_location.txt,5.8946281,48.180496,Contrexéville,BRGG-A0912,BRGG-A0912_ocr_output_hydrog.txt,"There are mentions of hydrogeological tests and studies related to water sources, but no direct mention of hydrogen itself.",-1
700,700,BRGG-A0446_ocr_output_location.txt,6.6243631,48.850655,chateau-voué,BRGG-A0446,BRGG-A0446_ocr_output_hydrog.txt,The text mentions concentrations in ions hydrogen (pH) in the context of the analysis of water from a well. The pH was measured in the laboratory.,0
